id,uni_name,vice_chancelor,vc_image,uni_image,about_uni,location,uni_website,nuc_accr_courses,state_id,uni_name_abbr,contact_email,phone_num,ownership_id,uni_images,date_estb
11,Federal University Kashere,Prof. Umaru A Pate,https://fukashere.edu.ng/wp-content/uploads/2021/02/Kashere-VC.jpeg,https://lh3.googleusercontent.com/p/AF1QipMBqboOo7tytX4edhV5e-zFTUGzWTc7ibTAU66D=s680-w680-h510,"FUK is an institution of higher learning that is committed to excellence and integrity in the pursuit of knowledge within an environment that respects diversity, the worth of the individual, academic freedom, a commitment to service learning, and a shared responsibility for applying knowledge and skills to address the interrelated issues that affect the local, national and global communities. Federal University of Kashere seeks ‘to become a world-renowned centre of learning where students are prepared with the knowledge, skills, and disposition they need in order to serve their Community, State, Nation, and the world through excellence in Teaching, Research, and Service’. The Mission of the Federal University of Kashere is to serve as a world-renowned Centre of learning through excellence in teaching, research and scholarly/artistic activities, and service to the community, state, nation, and the world.","Kashere, Gombe State",https://www.fukashere.edu.ng,{},15,FUKASHERE,info@fukashere.edu.ng,8035780363,3,"{https://lh3.googleusercontent.com/p/AF1QipMBqboOo7tytX4edhV5e-zFTUGzWTc7ibTAU66D=s680-w680-h510, https://1.bp.blogspot.com/-xDHMNzDzITM/X_EMD5kra2I/AAAAAAAAFDA/8B16m0-zicAfFYIe6N2kS-BNlIJM-WeLACLcBGAsYHQ/s1111/fukashere%2Bentrance%2Bgate.png, https://pbs.twimg.com/media/ELKXV19XUAEvnsA.jpg}",2011
12,Federal University Lafia,Professor Sheju Adbul Rahman,https://fulafia.edu.ng/upload/vc.png,https://lh3.googleusercontent.com/p/AF1QipMR_oDyCGBfkNp6G6Csj8Ytxbe84pGeFKoLH0hR=s680-w680-h510,"The Federal University Lafia and the other eight federal Universities established by the Federal Government of Nigeria in 2011 are its response to the need for rapid socio-economic transformation as well as addressing issues of access and equity. The motto of FULafia is Integrity, Innovation, and Excellence. the three keywords in this phrase constitute the guiding tenets of this pioneer model University. Graduates from the University are expected not only to excel in their chosen fields of endeavour, but also to imbibe a spirit of innovation and integrity. The philosophy of the Federal University of Lafia is anchored on its core values of academic quality, critical thinking, innovation, entrepreneurship, excellence, social responsibility, and sustained development. Education has to be of the right quality and scope to impact positively on development. Research and community service shall address most challenges in the State and shall impact positively in the quality of life of the people. The vision of the Federal University Lafia is to be a renowned and respected centre of learning, research and innovation, constituting a centre point for positive socio-economic transformation of the region. The mission of the Federal University Lafia is training of graduates and equipping them with life and entrepreneurial skills needed for economic development of the nation.","Lafia, Nasarawa State",https://www.fulafia.edu.ng,{},25,FULAFIA,info@fulafia.edu.ng ,8112990109,3,"{https://lh3.googleusercontent.com/p/AF1QipMR_oDyCGBfkNp6G6Csj8Ytxbe84pGeFKoLH0hR=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipP-xxy9ULumWY4Ki1B97Q_rLfUPvuNLt2tZX84F=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOZavuu-DxvbqLJeOaPjbYK-q27ek4UTWWGqcvT=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipMYgsDFMHT25SGd72K1Qs_w7HLJ52K0qh-cpRCE=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipPOmGBNoR-hZiiUgG6GtxfYQ7KR8ve_oEkPcHd6=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipPN4XwBsHO3c1z9NQ88qyZJ_rqyjMpG3fEJcj1g=s680-w680-h510}",2011
13,Federal University Lokoja,Professor Olayemi Akinwunmi,https://www.fulokoja.edu.ng/assets/images/home/the-vice-chancellors-welcome-address.jpg,https://leadership.ng/wp-content/uploads/2022/06/Federal-University-Lokoja-726x375.webp,"The Federal University Lokoja was established along with other eight (8) new Federal universities on the 16th of February 2011 following a pronouncement by former President Goodluck Ebele Jonathan. Soon afterward, a Vice-Chancellor and Registrar in the persons of Professor Abdulmumini Hassan Rafindadi and Mrs. Habiba Anavoza Adeiza were appointed. The current Vice-Chancellor is Professor Olayemi Akinwumi since 15th February 2021 while the current Registrar is Mrs Rebecca Aimiohu Okojie. The University is sited in Lokoja, the Capital city of Kogi State of Nigeria, in the North Central political zone. Our vision is to be the best among the nine newly established Federal universities in Nigeria in 2011 and one of the top ten ranking universities in Africa. ","Lokoja, Kogi State",https://www.fulokoja.edu.ng,{},22,FULOKOJA,info@fulokoja.edu.ng,1234567890,3,"{https://www.myschoolgist.com/wp-content/uploads/2021/01/Federal-University-Lokoja-FULOKOJA.jpeg, https://nigerianprice.com/wp-content/uploads/2019/03/fulokoja-school-fees.png, https://leadership.ng/wp-content/uploads/2022/06/Federal-University-Lokoja-726x375.webp, https://explain.com.ng/wp-content/uploads/2020/04/WeChat-Image_20200422092123-700x470.jpg, https://pbs.twimg.com/media/FYiydq-WQAAdjwY.jpg:large, https://pbs.twimg.com/media/FhN41LXXEAEDQwh?format=jpg&name=large, https://image.free-apply.com/gallery/l/uni/gallery/lg/1056600124/f1b098943e3fb46dd0222c6f8a51ac7835282777.jpg?s=640}",2011
14,Alex Ekwueme University,Professor Sunday Oge Egom,https://funai.edu.ng/wp-content/uploads/2021/02/VC-Profile-Pic.jpg,https://lh3.googleusercontent.com/p/AF1QipPCMQ_vNYnr37ESgzdvq0K4RU_OULueis0_mRav=s680-w680-h510,"Alex Ekwueme Federal University Ndufu-Alike, Ebonyi State, Nigeria, formerly Federal University Ndufu-Alike Ikwo (FUNAI) was established by the Federal Government on February 26th, 2011 with the goal of expanding and improving access to quality tertiary education to every part of Nigeria. It however, started academic activities on 5th November, 2012, and was officially renamed by the Federal Government after the late civilian Vice President of Nigeria, Dr. Alex Ekwueme on 2nd February, 2018.
Geographically located on latitude 060 8.29’ N, Longitude 080 8.627’E and Altitude 55m (AMSL), AE-FUNAI is sited in Ikwo Local Government Area of Ebonyi State which is about 25 kilometers from Abakaliki, the State capital. Ikwo is bounded in the north by Abakaliki and Ezza South Local Government Areas and in the south by the Cross River State. The University’s 11 Faculties offer high quality academic programmes in the Agriculture, Basic Medical Sciences, Biological Science, Education, Engineering and Technology, Environmental Science, Humanities, Management Sciences, Social Sciences and Physical Sciences that meet national and international academic best practices and the demands of the 21st century economy. It also has 41 academic departments and 57 programmes, with over 10, 000 and 2, 230 students and staff population respectively. The university has also established a College of Medicine and a School of Postgraduate Studies to expand the frontiers of knowledge. ","Ndufu-Alike, Ebonyi State",https://www.funai.edu.ng,{},11,AEU-FUNAI,pro@funai.edu.ng,,3,"{https://lh3.googleusercontent.com/p/AF1QipPCMQ_vNYnr37ESgzdvq0K4RU_OULueis0_mRav=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipM-svCRCTNOidfmH7wW4jbiuH5i0bO027J26sQR=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOQTnYQwblT9y5q2VbmS5mS2sJxUDLpF4XAjlmJ=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOe7hRMm5KOWvS7GMbtQSW-RMVsqYOu34WlywmH=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipNoVGtm1CViRiytIhJyl6kKxZlEEBqGhEK1yEhX=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipMQviJ7rYFEaHmloYl9AIzJwbwZCEBV-c2h8HXC=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOzoFWwWjAbm2IRAMZ2bbZI4KHezOq5705IyHdd=s680-w680-h510, https://funai.edu.ng/wp-content/uploads/2021/03/Alex-Ekwueme-Federal-University-Ndufu-Alike-Ikwo.jpg}",2011
15,Federal University Otuoke,Professor Teddy Charles Adias,https://fuotuoke.edu.ng/wp-content/uploads/2021/10/Prof.-Teddy-Charles-Adias-Vice-Chancellor.jpg,https://lh3.googleusercontent.com/p/AF1QipMQ9-uhElNc_GzCU7ucAS2AuYnM1AUvqeWzqNyu=s680-w680-h510,"The Federal University Otuoke (FUO) is one of the Federal Universities established by the Federal Government of Nigeria in February 2011 in cognisance of the need to bridge the great divide between the educationally advantaged and disadvantaged sections of the country, especially areas where universities were lacking.  Cited in the serene and secure Otuoke Community, at the heart of the oil-rich Niger-Delta region of Bayelsa State, the University which is 21 kilometres south of the state capital Yenagoa, occupies an expanse of 200 hectares (494 acres).
Our Mission is the generation, dissemination, preservation, and application of knowledge. The vision of the Federal University, Otuoke (FUO) is to gain and maintain a reputation as a world-class university that challenges all its students to achieve the highest levels of intellectual and personal growth, to promote sustainable development, as well as contribute purposeful and ethical service to the nation and Mankind. We intend to achieve this through our core values captured as FUO L-I-K-E-S: Learning, Integrity, Knowledge, Excellence, Service and Scholarship.
FUO’s academic programmes started in earnest in 2012 with two Faculties: Science, and Humanities and Social Sciences. The maiden matriculation was held in 2012 in the following eleven (11) programmes: English and Communication Studies, History and International Relations, Accounting and Finance, Economics and Development Studies, Sociology and Strategic Studies (all in the Faculty of Humanities and Social Sciences); Biochemistry, Microbiology, Chemistry, Mathematics with Statistics, Computer Science and Informatics, Physics with Electronics/Power (in the Faculty of Science).
Eight years down the line, Federal University Otuoke held its maiden Convocation with a combination of three sets of graduands (2012, 2013, and 2014) on Saturday, September 21, 2019.
Rightly tagged “The Family University,” FUO has an all-inclusive administrative style, a very dependable Governing Council and supportive unions on campus. Under the able leadership of the Vice Chancellor, Professor Teddy Charles Adias the University has been strategically positioned towards optimal performance via a broadening of academic frontiers.
At FUO we are proud of our conducive classrooms, well-equipped Science and Language laboratories, robust e-library facilities, quality ICT center, driven by our highly disciplined and dedicated staff to enable teaching, learning, research and community service blossom. We host multiple seminars, retreats and conferences in our peaceful and vibrant academic environment.
FUO students enjoy active and interactive social life in our two campuses. Our Great University has groomed sets of quality graduates who make their marks in the public and private sectors, and properly utilize their entrepreneurial skills. ","Otuoke, Bayelsa State",https://www.fuotuoke.edu.ng/,{},6,FUO,info@fuotuoke.edu.ng,,3,"{https://lh3.googleusercontent.com/p/AF1QipMQ9-uhElNc_GzCU7ucAS2AuYnM1AUvqeWzqNyu=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipN1Xq05chojHfVNUZFwZBqQqdD4KAEIC8betsUO=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipNzZ4vzWcs_ZMnJugBWHwV9oSuoFft28ieKGsUC=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipO--sTW_LvfnYFSwHElkngBmydJ2gU6pybfowBo=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipPONL9WRwq283UaEb18DOBJH8GQ4mthb69GDYex=s680-w680-h510}",2011
16,Federal University Oye-Ekiti,Prof. Abayomi Sunday Fasina,https://fuoye.edu.ng/wp-content/uploads/2022/01/VC-281x300.jpg,https://lh5.googleusercontent.com/p/AF1QipM-uv_WTJPhMUx3WuaO6Hu8PbyL9yeiApYD6rvd=w1080-k-no,"Federal University Oye, Ekiti, located within Oye community, was one of the nine Federal Universities established by the Federal Government of Nigeria, pursuant to an executive order made by the President of the Federal Republic of Nigeria, His Excellency, Dr. Goodluck Ebele Jonathan, GCFR. Federal University Oye-Ekiti, whose pioneer Vice Chancellor, is Professor Chinedu Ostadinma Nebo, OON, has two campuses at Oye-Ekiti and Ikole-Ekiti with 8 Faculties and 51 Departments. The Federal University, Oye-Ekiti aspires to become an institution of first choice recognized for providing critical opportunities for student success; acknowledged as a primary and engaged regional and global resource for entrepreneurial educational and best practices in mining and farming technology; and valued as a university where there are faculty, students, and professional staff who are active in integrating cutting-edge technology in multidisciplinary and disciplinary research. ","Oye-Ekiti, Ekiti State",https://www.fuoye.edu.ng/,{},13,FUOYE,info@fuoye.edu.ng,8165396888,3,"{https://legitschoolgists.com.ng/wp-content/uploads/2021/08/Fuoye-2-1.jpg, https://lh5.googleusercontent.com/p/AF1QipM-uv_WTJPhMUx3WuaO6Hu8PbyL9yeiApYD6rvd=w1080-k-no, https://dss.fuoye.edu.ng/files/uploads/2020/10/1-Auditorium.jpg, https://media.premiumtimesng.com/wp-content/files/2017/05/FUOYE1.png}",2011
17,Federal University Wukari,Professor Jude Sammani Rabo,https://fuwukari.edu.ng/storage/vc.jpeg,https://lh3.googleusercontent.com/p/AF1QipOVuoBkeKpXHGTXwXdMUtJXuU_tFbQ7ICU4jZG2=s680-w680-h510,"The Wukari Campus of the Taraba State Polytechnic, housing the School of Administration and Business Studies was donated by the State Government to the Federal Government for the take-off of the Federal University Wukari, Taraba State. The formal introduction of Prof. O. Geoffrey Okogbaa, the newly appointed Vice-Chancellor of the University to the State Governor of Taraba State, His Excellency Pharm. Saidu Danfulani Danbaba, took place on Monday 14 March 2011 in the Government House at Jalingo, the Taraba State capital. The Minister was accompanied by the Minister of State, FME, Director (Tertiary Education) FME, the Executive Secretaries of NUC and ETF.
The Vice-Chancellor and the Ag. Registrar, Mrs. Agnes I. Bamgbala, were subsequently introduced to His Majesty, Dr. Shekarau Angyu Masa ‘Ibi’, the Aku Uka of Wukari, and Chairman of the Taraba State Council of Chiefs, at His Majesty’s palace, by the State Governor accompanied by the Deputy Governor, the Commissioner of Education, and other dignitaries within the State and Wukari town, on Tuesday 15 March 2011.
The traditional ruler assured the Vice-Chancellor of the full cooperation of the Wukari Community towards the successful take-off and development of the University. The traditional ruler, the Vice-Chancellor, Ag, Registrar, the State Governor and their respective entourages proceeded to the take-off Campus of the University for an inspection tour of the entire premises, immediately after the courtesy call on His Majesty, the Aku Uka of Wukari land. They were welcomed to the campus by officials and members of the National Youth Service Corps who were using the premises as an NYSC orientation camp. An aggressive staff recruitment drive, the renovation and upgrading of inherited facilities to University level, construction of additional structures and purchase of equipment, furniture and fittings commenced thereafter in preparation for the absorption of the University’s pioneer students in September, 2011, for the 2011/2012 academic session. ","Wukari, Taraba State",https://www.fuwukari.edu.ng/,{},34,FUW,info@fuwukari.edu.ng,800000000,3,"{https://lh3.googleusercontent.com/p/AF1QipOVuoBkeKpXHGTXwXdMUtJXuU_tFbQ7ICU4jZG2=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipMwYgN9vEQw1xaK4pPvBj1Xo3gT_3TCLUl-b2UK=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOcid5V3QyUIHvtKJ3xCyLxFEUyoHs_FWMlMob0=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipPFVnDeay9J-BiuZA5GYKh3XbdveQBUBXgKXXPl=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipP7yOcKsuErV1zmYR9gI3MLt-z-rUTDp3PzIepQ=s680-w680-h510}",2011
18,Federal University Birnin-Kebbi,Prof. Bello Bala Shehu,https://fubk.edu.ng/assets/extra-images/vc.jpg,https://lh3.googleusercontent.com/p/AF1QipMrkEnWWf8ArKQzPVKPPVyOMCshvIWC8dqpYhTP=s680-w680-h510,"The Federal University Birnin-Kebbi (FUBK) was established on 18th February, 2013 alongside those of Gusau and Gashua by the Federal Republic of Nigeria under the leadership of President Goodluck Ebele Jonathan, GCFR, in line with policy of the Government for establishing a Federal University in states that did not have one across the federation.
Professor Lawal Suleiman Bilbis, FNSMB, a Professor of Biochemistry and former Deputy Vice Chancellor Academic at Usmanu Danfodiyo University, Sokoto was appointed as the pioneer Vice Chancellor of the University while Ibrahim Abubakar Mungadi, FCAI, was appointed as the Registrar.","Birnin-Kebbi, Kebbi State",https://www.fubk.edu.ng,{},21,FUBK,info@fubk.edu.ng,8011235678,3,"{https://lh3.googleusercontent.com/p/AF1QipMrkEnWWf8ArKQzPVKPPVyOMCshvIWC8dqpYhTP=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipMyhN2ZDrGU-d8013uq-rbix69DmRKZSv551qAr=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOTrU3dS4gU8m76wVbB5_Sftf-OuLxXiDGeetSH=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipM-okIptBkArRtp-DCG5akX542OHhtn860HD68M=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipNc0gkyZLVTExLjTSip4cWLKF0L06eNfh9IWwJX=s680-w680-h510}",2013
19,Federal University Gusau,Prof. Muazu Abubakar Gusau,https://www.fugusau.edu.ng/wp-content/uploads/2021/02/1613568030260-1.jpg,https://lh3.googleusercontent.com/p/AF1QipMQz8B7kOJzgX3nUbq7PMCXJUhj4-kY3mYihZp1=s680-w680-h510,"The Federal University Gusau (FUGUS) has the following objectives governing its establishment by law. The objectives of the University are: to encourage the advancement of learning and to hold out to all persons without distinction of race, creed, sex or political conviction the opportunity of acquiring higher/liberal education; to provide courses of instruction and other facilities for the pursuit of learning in all its branches, and to make those facilities available on proper terms to such persons as are equipped to benefit from them; to encourage and promote scholarship and conduct research in restricted fields of learning and human endeavour; to relate its activities to the social, cultural and economic needs of the people of Nigeria; and Undertake any other activity appropriate for a University of the highest standard. The mission of Federal University Gusau is “to generate and expand human knowledge and capacity to transform society and to create the positive change we all constantly seek and cherish in partnership with various stakeholders”. The vision of Federal University Gusau is “to be a renowned, outstanding University, dedicated to excellence in teaching, research, service and the protection of truth and the liberty of man”.","Gusau, Zamfara State",https://www.fugusau.edu.ng,{},36,FUGUSAU,info@fugusau.edu.ng,8069581312,3,"{https://lh3.googleusercontent.com/p/AF1QipMQz8B7kOJzgX3nUbq7PMCXJUhj4-kY3mYihZp1=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOha8WZBhMVSBMYdXhaDuKwX8ZJdul5ZN0iw9li=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipMD36LwLAb9Uv8K3DsbSrE0zHopKUoonWMNiAW7=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipPcHDC3PuSSZf8fjqvqBMsVyzkBQwBu-nlCIrJN=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOplc7XnRxj-QB64KMNhI9L6Ec3qSlr4bsuuzTz=s680-w680-h510}",2013
20,Michael Okpara University of Agricultural,Professor Maduebibisi Ofo Iwe,https://mouau.edu.ng/wp-content/uploads/2020/04/VC-2.jpg,https://lh3.googleusercontent.com/p/AF1QipMAV-KI-R5aiu8MuI7VLocaXsPzipnzU3barBjS=s680-w680-h510,"Michael Okpara University of Agriculture Umudike (MOUAU), formerly Federal University of Agriculture, Umudike, was established as a specialized University by the Federal Government of Nigeria via Decree No 48 of 2nd November 1992. It began formal activities on May 1993 with the appointment of the first Council and Vice-Chancellor, Professor Placid C. Njoku on 27th May 1993, while other key officials of the University were appointed later.  
The Institution is located in the well-known Agricultural Training and Research town of Umudike, about 9 kilometers from Umuahia town, the capital of Abia State. The major link road to the University is the Umuahia – Ikot Ekpene Federal Road, a direct route to the State capitals of Abia, Akwa – Ibom, and Cross River. Being close to Umuahia, the University is linked through a major North-South Express Road to most parts of the country. It commenced its activities at the premises of the former Federal College of Agriculture, Umudike (At present the  Federal College of Agriculture has been moved to  Ishiagu, Ebonyi state).
MOUAU effectively took off on May 3, 1993, when the University admitted its foundational students. At the epoch of the institution’s history, only Eighty-two (82) students were enrolled to pursue various courses of study. This figure is at great variance with the recent statistics that put the students’ population at about twenty-seven thousand, seven hundred and fifty (27,750) undergraduates, four thousand, five hundred and ninety-eight (4,598) postgraduates and six thousand, seven hundred and thirty (6,730) part-time students at the Continuing Education Centre (CEC). The total number of Michael Okpara University of Agriculture, Umudike students currently stands at around thirty-nine thousand and seventy-eight (30,078).
The University is made up of about eleven colleges with fifty departments, two schools and sixteen directorates. Michael Okpara University of Agriculture Umudike, is envisioned to be a University par excellence and hopes to help the peoples of Nigeria and beyond through the provision of practical knowledge for agricultural transformation in order to achieve sustainable food production.
Our current Vice-Chancellor is Professor Maduebibisi Ofo Iwe. He is a distinguished professor at the university’s Department of Food Science and Technology (FST) who succeeded the (LATE)Prof. Francis Ogbonnaya Otunta as the sixth substantive Vice-Chancellor of the university. He is also a Professor of Food Science Technology and former Deputy Vice-Chancellor (Academics) of the university. He assumed office on Tuesday, March 1, 2021. ","Umudike, Abia State",https://www.mouau.edu.ng,{},1,MOUA,registrar@mouau.edu.ng,9027427974,3,"{https://lh3.googleusercontent.com/p/AF1QipMAV-KI-R5aiu8MuI7VLocaXsPzipnzU3barBjS=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOy2BCKxeRIhpaa1ywhPhnfTa-W0CyeqJZup_E9=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipNpA4JgOn1-L0-rmEiqVwr_PcFU5Us27EUWawOV=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipP1P0-jIuFoipnlWtANv-nTq1KOz7Vq7X_ggayL=s680-w680-h510, https://lh3.googleusercontent.com/p/AF1QipOhDtKJ8f4CuOKdykNWivtjnJUfUn9xxaNECC-s=s680-w680-h510}",1992
21,Modibbo Adama University of Technology,Professor Abdullahi Liman Tukur,https://theperiscopeglobal.com/wp-content/uploads/2020/07/IMG-20200715-WA0014.jpg,https://www.myschoolgist.com/wp-content/uploads/2022/10/Modibbo-Adama-University-MAUTECH-2.jpeg,"Modibbo Adama University of Technology, Yola formally known Federal University of Technology, Yola, Adamawa state Nigeria was established in 1981 by the Federal Government of Nigeria to provide the much needed technologically skilled manpower for the nation. It is one of the Federal Universities recognized by National Universities Commission (NUC) to offer Bachelor’s, Master’s and Doctorate degrees in different fields of Science and Technology. The University’s first set of 108 students graduated in the 1988/89 academics session. The University was merged to University of Maiduguri in the 1984, when it became the Modibbo Adama Campus (MACUM), of University of Maiduguri. However, in 1988, it was de-merged and granted full autonomy with the name reverted to Federal University of Technology, Yola. In 2011, the then President and Commander in-Chief, Dr. Goodluck Ebele Jonathan, GCFR approved the change of the University’s name to Modibbo Adama University of Technology, (MAUTECH) Yola, effective from 1st October 2011. In addition to conventional full time programmes, the University runs Degree programs through its Distance Learning and Centres. Its Consultancy Services Unit also runs Diploma and Certificates in over twenty programmes. Teaching and Research in Science and Technology have been the main thrust of the University. These have been attracting to the University series of collaboration and partnership with foreign Universities, Corporate bodies, Government and non-Governmental Organizations. Six distinguished professors have successfully steered the affairs of the University as Vice Chancellors from it s inception.","Yola, Adamawa State",https://www.mautech.edu.ng,{},2,MAUTECH,N/A,,3,"{https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQeXq2v54G87rLD-egz3EiC_ssDJdbjsDRHO8O2MsXpWBA0isdBx-v--XgXxDNPs9iHH0&usqp=CAU, https://www.myschoolgist.com/wp-content/uploads/2022/10/Modibbo-Adama-University-MAUTECH-2.jpeg}",1981
22,National Open University of Nigeria,Professor Oluyemi Peters,https://nou.edu.ng//wp-content/uploads/2021/12/IMG_9725-e1643146596767.jpg,https://media.premiumtimesng.com/wp-content/files/2015/09/National_Open_University_Of_Nigeria.jpg,"The idea of an Open University for Nigeria was first muted by the National Universities Commission (NUC), the Nigerian government regulatory agency for all universities, in 1976. The NUC, then headed by Prof. Jubril Aminu as the Executive Secretary (1975-1979) sent a Memo to the Federal Military Government suggesting that an autonomous Open University be established for Nigeria during the Fourth National Development Plan (1981-1985). This was accepted by the Federal Government and subsequently, the idea made its appearance in the National Policy on Education in 1977. The National Open University of Nigeria (NOUN) as we have it today has become a leading ODL institution in Africa providing functional, flexible, accessible and cost-effective education for all who seek knowledge. It currently has 78 Study Centres spread across the six geo-political zones of the country. The current student population stands at over five hundred thousand. As a faithful trustee of the Nigerian people, NOUN leverages on Information and Communication Technology (ICT) to deliver an education tailored towards the globalized economy. The University offers exceptional academic programmes that meet the specific needs of all sectors of the global economy, in the Arts; Health; Law; Physical, Social, Agricultural and Management Sciences.","Lagos, Lagos State",https://www.nou.edu.ng,{},24,NOUN,centralinfo@noun.edu.ng,8079917938,3,"{https://guardian.ng/wp-content/uploads/2020/03/National-Open-University-of-Nigeria-NOUN.jpg, https://guardian.ng/wp-content/uploads/2022/02/NOUN-1424x802.jpg, https://media.premiumtimesng.com/wp-content/files/2016/06/NOUN-Headquarters.jpg, https://media.premiumtimesng.com/wp-content/files/2015/09/National_Open_University_Of_Nigeria.jpg, https://www.currentschoolnews.com/wp-content/uploads/2021/04/jamb.jpg}",2002
23,Nigeria Police Academy,AIG Abdurrahman Ahmad,https://cdn.pmnewsnigeria.com/2020/12/CP-Ahmad-AbdurRahman-.jpg,https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/polac-media1.fw_.png?fit=963%2C478&#038;ssl=1,"In the year 2012, the Federal Government of Nigeria upgraded the Nigeria Police Academy Wudil- Kano State, to a degree – awarding institution and the National Universities Commission (NUC), accordingly, recognized the Academy as the thirty seventh (37th) Federal University and the one hundred and twenty fourth (124th) University in Nigeria. Academic activities commenced in September, 2012. The pioneer faculties are :

1. Faculty of Science

2. Faculty of Law

3. Faculty of Social and Management Science

4. Faculty of Humanities.","Wudil, Kano State",https://polac.edu.ng/,{},19,NPA,support@polac.edu.ng,9166611162,3,"{https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/polac-media1.fw_.png?fit=963%2C478&#038;ssl=1, https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/DSC4702.jpg?fit=963%2C478&#038;ssl=1, https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/red-scaled.jpg?fit=2560%2C1709&#038;ssl=1, https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/DSC4945.jpg?fit=1000%2C500&#038;ssl=1, https://i0.wp.com/polac.edu.ng/wp-content/uploads/2022/07/Bluehouse1-scaled.jpg?fit=2560%2C1708&#038;ssl=1}",2013
24,Nigerian Defence Academy,Maj Gen IM YUSUF (Commandant),https://nda.edu.ng/wp-content/uploads/2021/07/WhatsApp-Image-2021-07-12-at-14.05.18-1.jpeg,https://nda.edu.ng/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-27-at-6.41.35-PM.jpeg,"The Nigerian Defence Academy (NDA) was established on 5 February 1964 in response to the Defence needs of independent Nigeria to train officers for the Armed Forces of Nigeria. Before then, the institution was known as the Royal Military Forces Training College (RMFTC). After independence in 1960, it became known as the Nigerian Military Training College.The role of the Academy is to provide each officer cadet with knowledge, skills and values necessary to meet the requirements of a military officer through military, academic and character development. In essence, the NDA is an institution where selected young able-bodied men and women are groomed into well educated, courageous, virile and erudite subalterns.","Kaduna, Kaduna State",https://www.nda.edu.ng,{},18,NDA,enquiries@nda.edu.ng,9053819872,3,"{https://nda.edu.ng/wp-content/uploads/2022/03/WhatsApp-Image-2022-02-27-at-6.41.35-PM.jpeg, https://nda.edu.ng/wp-content/uploads/2021/07/WhatsApp-Image-2021-07-18-at-8.23.53-PM.jpeg, https://nda.edu.ng/wp-content/uploads/2021/10/WhatsApp-Image-2021-10-11-at-8.33.11-AM.jpeg  , https://nda.edu.ng/wp-content/uploads/2021/10/WhatsApp-Image-2021-10-11-at-8.35.22-AM.jpeg, https://nda.edu.ng/wp-content/uploads/2021/10/WhatsApp-Image-2021-10-11-at-8.33.02-AM-scaled.jpeg} ",1985
