id,uni_name,vice_chancelor,vc_image,uni_image,about_uni,location,uni_website,nuc_accr_courses,state_id,uni_name_abbr,contact_email,phone_num,ownership_id,uni_images,date_estb
53,Akwa Ibom State University,Prof. Nse U. Essien,https://dailypost.ng/wp-content/uploads/2020/08/Prof-Nse-Essien.jpg,https://aksu.edu.ng/app/Files/UserImages/School/logo.png,"Akwa Ibom State University is a conventional, multi-campus institution. The main campus is located at Ikot Akpaden, Mkpat Enin Local Government Area. It adjoins the confluence of Ikot Akpaden - Eastern Obolo road and Eket - Ikot Abasi highway. This highway runs across the Niger Delta from Calabar in the East through Eket, Ikot Abasi, Port Harcourt, Warri and Benin, to Lagos on the Western coast of the country. 
The Main Campus at Mkpat Enin extends from the East-West Highway to the Atlantic Ocean shoreline, totaling about 4,600 hectares, with 180 hectares of gently rolling, well-drained tableland which provides the high ground that is ideal for the physical development of the University. The rest of the southern part is a degraded wetland - water-logged and flooded with mangrove swamp and tidal creeks. The Main Campus stretches over a distance of 12km from the highway to the shoreline and is 4km wide.
The Obio Akpa Campus is the second site, meant for the Faculties of Agriculture, Social and Management Sciences. The campus has a sub-urban setting, adjoining Abak town and is within 15 minutes'' drive from Uyo. Its topography is undulatory with gentle hills and slopes which gives it a unique scene.
The first phase of the Main Campus occupies an area of about 7 hectres. There are academic blocks for lectures, laboratories, engineering workshops, a large central cafeteria for 500 students, and an auditorium of similar capacity, a library building (with e - book library sections), male and female hostels, a medical Centre and a sports arena. This campus has about 2km of tarred road network with concrete sidewalks and effective drainage.

Electricity is provided by both the public electricity supply (PHCN) and 2 No. 500KVA standby generators. A mini water works of 100,000 litres serviced by 2 No. water boreholes provides the water needs of the campus.
The Obio Akpa Campus, being an old site of a tertiary institution, already has roads that were paved since the 1950s when the campus began as a British colonial agricultural experimental station. Buildings already exist to be used by the Faculties of Agriculture and Management Sciences. There are academic, administrative blocks and laboratories. It also has large demonstration farms for palm oil, rubber, fisheries, and small/large ruminants.                                                                                                                                                                                                                      The next campus is located at Obio Akpa, Oruk Anam Local Government Area, along Abak - Ikot Okoro Road. The goals of the university have been modified by the administration of the State Government in order to transform the university into a conventional university whose focus is not just Technology and Applied Science but also Arts. In line with this transformation, the name of the institution has been changed from Akwa Ibom State University of Technology to Akwa Ibom State University.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  Faculties are below:
Faculty of Engineering
Departments; Chemical/Petrochemical Engineering, Mechanical/Aerospace Engineering, Civil Engineering, Marine/Naval Architecture Engineering, Agricultural Engineering. Electrical/Electronic engineering.

Faculty of Physical science
Department; Physics science, Chemistry science, Mathematics and Statistics, Geology, Computer science.

Faculty of Biological sciences
Department; Biological Science, Zoology, Botany, Microbiology, Marine biology, Genetics and Biotechnology

Faculty of Education
Mathematics Education, Chemistry Education, Biology Education, Integrated Science Education, Physics Education.

Faculty of Agriculture
Agricultural Economic and Extension, Soil Science, Crop Science, Animal Science.

Faculty of Social Sciences
Public Administration, Mass communication, Economics, Political Sciences.

Faculty of Arts
English and Literary Studies, Religious and Cultural Studies, Performing Art(Theater Art). History and international studies, Philosophy.

Faculty of Management Science
Accounting, Marketing, Business Administration."," Ikot Akpaden, Akwa Ibom State",https://www.aksu.edu.ng,{},3,AISU,info@aksu.edu.ng,8023635890,2,"{https://www.nairaland.com/attachments/1646668_aksu_1_jpeg65e2d13281c0a73dc2d8835bdfa69bc4,https://www.nairaland.com/attachments/1646692_aksu_11_jpeg6fa0ddb4cdb74870d3f0c8b7dcf1f0c6,https://media.timbu.com/poi/1490/unu2-1490-57da0cb65188a.jpg?w=132&h=132,https://www.nairaland.com/attachments/1646670_aksu_3_jpegdde90b7cb97ec188924b4423dc6492c1,http://www.aksu.edu.ng/web/images/environ1.jpg}",2010
54,Ambrose Alli University,Prof. Sunny Adagbonyi,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4CPAxdOyYIDJNJ4smX6nDGJEiUmUAMIpYDW2f00uZzAN01q3C1_r99ikgE_f4lFvwztc&usqp=CAU,https://aauekpoma.edu.ng/wp-content/uploads/2022/02/Faculty-of-Education.jpg,"Ambrose Alli University (AAU) is a state-owned university in Edo State, Nigeria. It was established in 1981 by the governor of Bendel State (now Edo and Delta States), Ambrose Folorunsho Alli. Initially known as Bendel State University, subsequently known as Edo State University, and finally changed to its present name in commemoration of Prof. Ambrose Folorunsho Alli, AAU is accredited and recognized by the National Universities Commission (NUC).The Ambrose Alli University Library houses the information resources for the institution.

The current vice-chancellor (acting capacity) of the university is Sunny Adagbonyi. He was appointed on 8 February 2022 by Governor of Edo state Godwin N. Obaseki.

The former vice chancellor, Ignatius A. Onimawo is credited for his unique deployment and application of information and communications technology (ICT) in every aspect of the day-to-day running of the institution.

Faculties
Faculty of Agriculture
Faculty of Arts
Faculty of Communication Sciences
Faculty of Education
Faculty of Engineering & Technology
Faculty of Environmental Studies
Faculty of Law
Faculty of Life Sciences
Faculty of Management Sciences
Faculty of Medical Laboratory Science
Faculty of Physical Science
Faculty of Social Sciences
College of Medicine
Faculty of Basic Medical Sciences
Faculty of Clinical Sciences."," Ekpoma, Edo State",https://www.aauekpoma.edu.ng,{},12,AAU, info@aauekpoma.edu.ng,8051306155,2,"{https://aauekpoma.edu.ng/wp-content/uploads/2021/01/Mass_Communication.jpg,https://aauekpoma.edu.ng/wp-content/uploads/2021/01/Elumelu.jpg,https://aauekpoma.edu.ng/wp-content/uploads/2022/02/Administrative-Building.jpg,https://aauekpoma.edu.ng/wp-content/uploads/2021/01/Faculty-of-Life-Sciences.jpg,https://aauekpoma.edu.ng/wp-content/uploads/2021/01/Conference-Centre.jpg}",1980
55,Chukwuemeka Odumegwu Ojukwu University,Prof. Greg C. Nwakoby,https://dailypost.ng/wp-content/uploads/2018/03/images-3-5-1200x720.jpg,https://coou.edu.ng/wp-content/uploads/2020/06/4545cf3b-638f-46ba-9205-59e55a27d80f-700x450.jpg,"Chukwuemeka Odumegwu Ojukwu University formerly Anambra State University is a Nigerian tertiary institution located in Uli, a town in Anambra State. It has its permanent site in Igbariam in Anambra East local government area under the Anambra North Senatorial District.  The campuses in Uli and Igbariam have libraries that provide e-resources and reference services to the students, staff and the members of the academic community. Anambra State University of Science and Technology, (as it was then called) was established by law No. 13 of 2000 by the Anambra State Government. The University was conceived a 2-Campus structure with the main campus of the University located at Uli in the former site of the Ekwenugo Okeke Polytechnic, formally called Anambra state Polytechnic and the second campus located at Igbariam in the former site of the College of Agriculture. The law establishing the University phased out the State Polytechnic and the University inherited its assets and liabilities. On the other hand, the University law failed to repeal the Edict establishing the College of Agriculture, Igbariam, hence, legally, the University and the College existed side by side at the Igbariam Campus site, until 2006 when the government relocated the College of Agriculture to Mgbakwu, about fifteen kilometers away from Igbariam.

By the Anambra State University Amendment Law No. ANHA/LAW/2006/01 of 26th January, 2006, the name of the University was changed to Anambra State University in keeping with the Visitation Report of 2004 recommendation that the University should revert to a conventional University. The Amendment Law of 2006 provided for a 3 – Campus structure for the University comprising:

Uli Campus
(i) Faculty of Engineering

(ii) Faculty of Environmental Sciences

(iii) Faculty of Science

(iv) Pre-Science Programme

Igbariam Campus
(i) Faculty of Agriculture

(ii) Faculty of Arts & Social Sciences

Alor Campus
(i) Faculty of Law

(ii) Faculty of Management Sciences

(iii) College of Health Sciences

(iv)  University Teaching Hospital

The 2006 Amendment Law also provided that Alor Campus would house the University Administrative Headquarters because of its centrality to the other Campuses. However, Alor Campus did not take off, even though the enabling law prescribed its establishment. Meanwhile, the two Faculties of Law and Management Sciences are located at Igbariam Campus of the University. However, in 2010 the College of Medicine and Teaching Hospital being constructed at Amaku General Hospital, Awka received legal backing as the state House of Assembly passed an amendment act to situate a third campus of the University a three campus structure at Uli (Anambra South), Awka (Anambra Central) and Igbariam (Anambra North).

The University Pre-Science Programme, which in 2008, was relocated to Uli Campus, is waxing stronger. So also is the Part-Time/Weekend Degree Programme at the Igbariam Campus.

The University shall commence new programmes in the following areas in next academic year:

Music, Philosophy and Religion / Society in the faculty of Arts.

Sociology and Psychology in the faculty of Social Sciences.

Urban and Regional Planning in the faculty of Environmental Sciences.

Towards this end, Senate has approved the de-merging of faculty of Environmental Sciences from the faculty of Engineering at Uli Campus and the de-merging of faculty of Arts from faculty of Social Sciences at Igbariam Campus.

It is noteworthy that this University is one of the institutions, the Nigerian Security and Exchange Commission is assisting in the establishment of the programme in Capital Market Studies. This programme is being housed in the Faculty of Management Sciences at the Igbariam Campus.

It is pertinent to point out that programmes in Medicine (i.e. Pre-Med. and Pre-Clinical), based at Uli Campus, commenced in 2008/2009 academic year. The National Universities Commission visited these medical programmes on resource verification in 2011 and the results were favourable and successful.

With respect to the Clinical Programmes of the Faculty of Medicine and Surgery based at Awka using the structures and facilities of the former Amaku-General Hospital, the Government of Anambra State has just constructed multi-million naira physical structures to accommodate the Clinical Programmes of the Medical School as well as its Teaching Hospital Professional bodies accreditation

The University has not fared badly in the professional bodies’ accreditation visits. So far, it had received full and interim accreditation from the following professional bodies.

Council for Regulation of Engineering in Nigeria (COREN); with respect to Civil Engineering and Mechanical Engineering (full accreditation), while Chemical Engineering and Electrical Engineering received interim accreditation.

Council of Legal Education; in respect of the University’s Law programmes (interim accreditation). Another accreditation visit by Council of Legal Education is slated for 15th-17th November, 2009.

Institute of Chartered Accountant of Nigeria (ICAN); in respect of the Accountancy programmes (full accreditation).

Council for the Regulation of Practice of Geology; granted interim accreditation status to the University’s Geology Programmes.

Nigerian Institute of Architects (NIA); granted interim accreditation status to the Architecture programme after the Institute’s visit in July, 2008."," Uli, Anambra State",https://coou.edu.ng/,{},4,COOU,info@coou.edu.ng,,2,"{https://coou.edu.ng/wp-content/uploads/2020/06/4545cf3b-638f-46ba-9205-59e55a27d80f-700x450.jpg,https://coou.edu.ng/wp-content/uploads/2020/09/eedf7ee8-c6b4-41a6-837d-4efd098d6f70-700x450.jpg,https://coou.edu.ng/wp-content/uploads/2020/09/693e8d12-fe19-4aa2-a2e0-5bdd1a75157c-700x432.jpg,http://elibrary.cooulibrary.com.ng/img/teacher/eventgal8.jpg,http://elibrary.cooulibrary.com.ng/img/teacher/eventgal18.jpg}",2000
56,Bauchi State University,Prof. Auwalu Uba Adamu,https://guardian.ng/wp-content/uploads/2021/03/Prof.-Abdalla-Uba-Adamu-1062x598.jpg,https://nigerianscholars.com/assets/uploads/2017/12/bauchi-state-university-basu.jpg,"Bauchi State University will be an environment conducive for freedom of thoughts expression of enquiry for all. To this end, its doors will be open to all staff and students – irrespective of creed, gender and religious belief. The overall philosophy is to endeavor in seeking the truth and disseminating same for the good of all mankind.

The vision of Bauchi State University is to become a center of excellence in scholarship in as many academic disciplines as may be needed in response to intellectual and other development needed of the people of Bauchi State in particular and nation at large.

Through its teaching and research activities Bauchi State University is expected to be a significant contributor in extending the various frontiers of knowledge for the benefit of its student and society at large.

To realize its vision and mission, Bauchi State University must work assiduously to achieve the following objectives as pre-condition:
– Identify, recruit and or attract the finest staff manpower to carry out its vital traditional functions of teaching, research and community service.
– To encourage the advancement of learning and to hold out all person without distinction of race, creed, sex or political conviction, the opportunity of acquiring higher and liberal education.
– To provide courses of instruction and other facilities for the pursuit of learning in all its campuses, and to make those facilities available on proper terms to such persons as are equipped to benefit from them.
– To encourage, promote scholarship and conduct research in all field of learning and human endeavours.
– To relate the activities to the social and economic needs of the people of Nigeria.
– To undertake any other activities appropriate for a University of the highest other."," Gadau, Bauchi State",https://www.basug.edu.ng,{},5,BSU,N/A,,2,"{https://nigerianscholars.com/assets/uploads/2017/12/bauchi-state-university-basu.jpg,https://lh3.googleusercontent.com/p/AF1QipPY4sPdeijCAIXVsg0f1sui77EPIO6WWM6GdWwk=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipP7U_CRcsZxg9RzFjUhuE97Zf6BrEeGe8yfprI=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipPkztFI3hrk-ZjMETvGkG1eLeZRMaFKWV1lVEs=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipN5Eqdrr-Uyep-BejcIqUhwG-cxyPRsMVLE8UbA=s680-w680-h510}",2011
57,Benue State University,Prof. Joe Tor Iorapuu,http://news.thetransmittermedia.org.ng/wp-content/uploads/2020/10/Prof.-Joe-Tor-Iorapuu.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Benue-State-University_makurdi.jpg,"Benue State University was established by the Benue State Government with the enactment of the Benue State University Edict No. 1 of 1991. The University took off in the 1992/93 academic year with four faculties, namely, Arts, Education, Science and Social Sciences. Two Faculties, Law and Management Sciences came on stream in the 1993/94 academic year with Faculty of Enviromental Sciences in the 2014/2015 academic session... Benue State University is located near the Southern bridgehead of the Benue River on sandy alluvial formation. It occupies 6 square kilometres piece of land between Gboko Road and River Benue approximately 1.5km wide and 4km long. It is bounded to the West by the Benue Links Headquarters and to the East by Tilley-Gyado House. It embraces the premises of the Government Technical Training School, the Government Day Secondary School, and the Government Girls Secondary School."," Makurdi, Benue State",https://www.bsum.edu.ng,{},7,BSUM,info@bsum.edu.ng,8036269392,2,"{https://library.bsum.edu.ng/images/2.jpg,https://library.bsum.edu.ng/images/9.jpg,https://thenationonlineng.net/wp-content/uploads/2015/10/A-Vice-Chancellors-Legacy...The-new-Faculty-of-Law.jpg,https://media.timbu.com/poi/1234/benue-1234-579ac99a5e4bd.png?w=300?w=300,https://www.bsum.edu.ng/img/product/4.png}",1992
58,Yobe State University,Prof. Mala M. Daura,https://ysu.edu.ng/ysu/wp-content/uploads/slider/cache/c4eb55d7cbd229b477db2287b2d9ae17/Prof-daura.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Yobe_State_University_Damaturu_Entry_Gate.jpg,"Yobe State University is located in Damaturu, Yobe State, Nigeria. The noble idea of establishing a state university in Damaturu was recommended to the state government by the committee on a blueprint for the educational development of Yobe state, its sub-committee on higher education submitted the report stating the desirability for a university in Yobe.

Following the NUC’s encouragement of state and private organization to establish viable universities and the rapid growth of post-primary and tertiary institutions in the state became obvious that a large number of potential university candidates would emerge seeking admission into the university in Yobe. The state under the leadership of his Excellency governor Bukar Abba Ibrahim decided to establish a university named Bukar Abba Ibrahim University and immediately constituted the planning committee with Prof. Muhammad Nur Alkali as Chairman. The committee started to plan the take-off of the university in January 2007.

The academic brief, the law, and master plan were produced and approved by the national universities commission (NUC) the university is planned for a 25 year period and provides the details of the vision, mission, philosophy and objectives, administrative structure, and research policy of the university. The brief captures the faculties, departments, and courses that the university shall establish at its inception and at its full maturity over a twenty-five year period. It also captures the number of staff and students that shall populate the university in the first ten years of its existence as well as the resources required to run the university during the same period.                                                                                                                                                                Yobe State University offers courses at both undergraduate and postgraduate levels. The postgraduate courses offered by the institution at Postgraduate Diploma, Masters and PhD. levels are listed below.

Undergraduate programmes

Accountancy
Agriculture
Anatomy
Arabic Studies
Biological Science(s)
Business Administration
Business Education
Biochemistry
Chemistry
Computer Science
Economics
Education and Biology
Education and Chemistry
Education and Economics
Education and English Language
Education and Geography
Education and History
Education and Islamic Studies
Education and Physics
Education Arts
English Language
Geography
Geology and mining
Hausa
History
Islamic Studies
Shari''a Law
Civil law
Mathematics
Medicine and surgery
Microbiology
Physics
Pharmacy
Political Science
Public Administration
Physiology
Sociology and Anthropology
Statistics
Linguistics (English)
Linguistics(Arabic)
Linguistics(Hausa).
Yobe State University postgraduate programmes.

M.A. Arabic (3 semesters)
PhD. Arabic (4 semesters)
M.A. Islamic Studies (3 semesters)
PhD Islamic Studies (4 semesters)
M.A. (Ed.) English Language Education (4 semesters)
PhD. English Language Education (6 semesters)
PGD Chemistry (2 semesters)
M.Sc. Chemistry (3 semesters)
PhD. Chemistry (6 semesters)
PGD GIS and Remote Sensing (2 semesters)
M.Sc. GIS and Remote Sensing (4 semesters)
PhD. GIS and Remote Sensing (6 semesters)
M.Sc. Geography (4 semesters)
PhD. Geography (6 semesters)
PGD Management (2 semesters)
M.Sc. Management (4 semesters)
PhD. Management (6 semesters)
PhD. Marketing (6 semesters)
PGD Public Policy and Administration (2 semesters)
PGD Banking and Finance (2 semesters)
PGD Education (2 semesters)
PGD Accounting (2 semesters)
PGD Food Quality and Safety (2 semesters)
PGD Local Government Administration (2 semesters)."," Damaturu, Yobe State",https://www.ysu.edu.ng,{},35,YSU,ict@ ysu.edu.ng,9064520047,2,"{https://geo.ysu.edu.ng/img/slide-1.jpg,https://geo.ysu.edu.ng/img/slide-4.jpg,https://ysu.edu.ng/ysu/wp-content/uploads/2020/08/IMG-20200523-WA0024-1024x489.jpg,https://betastudies.com/wp-content/uploads/2022/03/yobe4-865x433.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Yobe_State_University_Damaturu_Entry_Gate.jpg}",2006
59,Cross River State University of Technology,Prof. Augustine Oko Angba,http://www.theleaderng.com/wp-content/uploads/2021/01/FB_IMG_1611920166048.jpg,https://www.ngscholars.net/wp-content/uploads/2020/03/CRUTECH-e1556801897901.png,"University of Cross River State also known as UNICROSS is a state-owned tertiary institution with four campuses spread across four Local Government Areas of the state. The University was formerly known as the Cross River University of Technology (CRUTECH). It was renamed in February of 2021 by a bill passed at Cross River State House of Assembly which was then approved by the Governor of the State, Benedict Ayade. The change of the tertiary institution''s name was to enable the varsity function as a conventional University, which provides the opportunity to offer more professional courses rather focusing on tech-related courses.The university is established primarily to provide basic training and research and to impart research skills to equip Nigerians of various backgrounds in all areas of technology. Emphasis is however placed on catchment areas of the university to enable the exploitation of the enormous natural resources for sustainable development of Cross River State. The university is a body corporate with perpetual succession and a common seal.

The University took back the indigenous name of the state which was held by the University of Cross River State, Uyo now the University of Uyo, Akwa Ibom State, Nigeria till 1st October 1991 when the Federal government of Nigeria established the University of Uyo as a Federal University after the separation of the Akwa Ibom Region from Cross River State in 1987. The University of Uyo inherited students, staff, academic programmes and the entire facilities of the then University of Cross River State established by Cross River State in 1983. 

The Office of the Vice-Chancellor, Deputy Vice-Chancellor and the Bursar are all located in the Calabar Campus, considered the main campus of the Institution, which is located in Calabar South Local Government Area of Cross River State in Southern Nigeria. The University was established in 2002 by the then Governor Donald Duke by merging three higher institutions: The Polytechnic of Calabar, The College of Education, and Ibrahim Babangida College of Agriculture. It offers degree courses at undergraduate and post graduate levels. The university currently has campuses in Calabar, Obubra, Ogoja and Okuku."," Calabar, Cross River State",https://www.crutech.edu.ng,{},9,CRSUT, info@unicross.edu.ng,8052129091,2,"{https://www.scholarsrank.com/wp-content/uploads/2022/06/Cross-River-State-University-of-Technology-1.webp,https://joyu1234.b-cdn.net/wp-content/uploads/2020/06/WeChat-Image_20200607123647-700x463.jpg,https://tertiaryinstitutions.com/images/universities/admin_block/cross_river_university_of_technology__crutech_.png,https://schoolings.org/wp-content/uploads/2018/08/CRUTECH-Postgraduate-Courses-and-Requirements.jpg,https://m.timbu.com/poi/1265/crutech-lib-1265-57a03e9021e5b.jpg}",2004
65,Ibrahim Badamasi Babangida University,Prof. Kasim Adamu,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkPwU7TGFtulmbTpFvf1ztdbGM5Zs-v8QTK7364Hskj9-7EINmYAlYgrUVy-Au4pxuFcY&usqp=CAU,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Ibbu.lapai_School_Gate.jpg/1024px-Ibbu.lapai_School_Gate.jpg,"Ibrahim Badamasi Babangida University (IBBUL) is a university in Niger State, central Nigeria. It had its first convocation in 2014. It was named after the former Nigeria Head of State General Ibrahim Babangida. The university started academic activities in the 2005/2006 academic session.

Faculties
Natural Sciences
Management and Social Sciences
Applied Sciences and Technology
Education and Arts
Agriculture
Languages and Communication Studies
College of Health Sciences
Institutes
Institutes of Maritime Studies
Endowments & Research
In 2020, IBBUL won a prize grant of $450,000 from the International Development Research Centre (IDRC) grant of Canada. The project has the Tata Institute of Social Sciences (TISS), Mumbai, India, as the lead partner, with IBBUL and Samtse College of Education, Royal University of Bhutan, Open University of Tanzania and UNESCO office of Bangladesh, in the partnership.

In 2021, the Nigerian National Petroleum Corporation endowed the University with a High Impact Geological Research Laboratory."," Lapai, Niger State",https://www.ibbu.edu.ng,{},26,IBBU,N/A,,2,"{https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ibbu.lapai_Library.jpg/1024px-Ibbu.lapai_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Ibbu.lapai_Faculty_of_Applied_Sciences_and_Technology.jpg/1024px-Ibbu.lapai_Faculty_of_Applied_Sciences_and_Technology.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Ibbu.lapai_Twin_Lecture_Th%C3%A9%C3%A2tre.jpg/1024px-Ibbu.lapai_Twin_Lecture_Th%C3%A9%C3%A2tre.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Ibbu.lapai_School_Clinic.jpg/1024px-Ibbu.lapai_School_Clinic.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Ibbu.lapai_E-Learning.jpg/1024px-Ibbu.lapai_E-Learning.jpg}",2005
60,Delta State University,Prof. Andy Egwunyenga,https://cdn.vanguardngr.com/wp-content/uploads/2019/12/Egwunyenga-e1575538097345.jpg,https://www.delsu.edu.ng/wp-content/uploads/2021/03/Abrakamain3.jpg," The Delta State University, Abraka - popularly known as DELSU - is a State government-owned university in Nigeria with the main campus located at Abraka, Delta State and it''s sub campus at Oleh. The Oleh campus was established with the 1995 Amended Edict. The university is a multiple-campus university having two campuses within a distance of about 200 km apart. Currently, with a student population of about 22,000 (in the 2019/2020 session), the university offers a range of programmes from the full-time certificate, diploma and degree programmes to part-time evening and weekend degree programmes. DELSU offers postgraduate studies up to a doctoral level. DELSU owns a staff/student counselling centre, an e-learning centre, student accommodation and sporting facilities amidst other infrastructures. It is one of over twenty-five state-owned universities which are overseen and accredited by the National Universities Commission.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Delta State University is a public institution providing a comprehensive undergraduate and graduate curriculum to approximately 3,500 students representing all of the states and 50 different countries. Dozens of degree programs on the undergraduate level provide educational opportunities in the Colleges of Arts and Sciences, Business, and Education and in the Robert E. Smith School of Nursing. Graduate programs on the master’s, educational specialist, and doctoral levels provide advanced training in a broad range of disciplines.

Acknowledging its beginning as a teacher’s college, the University sustains excellence in teacher education while continuing to expand offerings in traditional as well as unique programs of study. From the core disciplines such as arts, humanities, and sciences, to unique programs such as Commercial Aviation, the Delta Music Institute, and the nationally-recognized Geospatial Information Technology program, the University is committed to meeting the evolving needs of the students it serves. "," Abraka, Delta State",https://www.delsu.edu.ng,{},10,DSUST,N/A,,2,"{https://www.delsu.edu.ng/wp-content/uploads/2021/05/science.jpg,https://www.delsu.edu.ng/wp-content/uploads/2021/03/Abrakamain3.jpg,https://www.myschoolgist.com/wp-content/uploads/2022/10/Delta-State-University-of-Science-and-Technology-DSUST.jpg,https://studentship.com.ng/wp-content/uploads/2021/06/faculty-of-management-technology.jpg?ezimgfmt=rs:352x309/rscb1/ngcb1/notWebP}",1992
61,Ebonyi State University,Prof. Chigozie N Ogbu,https://ebsu.edu.ng/profiles/img/officers/ebsu-vc.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/Ebonyi_State_University%2C_Abakaliki%2C_Front_gate.jpg,"Ebonyi State University, Abakaliki was founded in 1999 in Abakaliki, Nigeria.The university''s medical faculty was established in 1991 as ESUT''s Faculty of Health Sciences. Many of its facilities were developed in response to a Guinea worm pandemic; the Abakaliki Specialist Hospital, created for this purpose, was remodelled to become Ebonyi State University''s primary teaching hospital. It was subsequently granted accreditation by the Medical and Dental Council of Nigeria (MDCN) for the training of medical students and resident doctors. Since it became part of Ebonyi State University, the medical school has received considerable funding from the Ebonyi government.

Faculties                                                                                                                                                                                                                                                                                                                                                        Agriculture & Natural Resource Management
Arts                                                                                                                                                                                                                                                                                                                                                                     Basic Medical Sciences
Sciences
Clinical Medicine
Education
Health Science & Technology
Law
Management Sciences
Physical Sciences
Social Sciences
Engineering and Environmental Science
"," Abakaliki, Ebonyi State",https://www.ebsu.edu.ng,{},11,ESU,ictsupport@ebsu.edu.ng,8037550845,2,"{https://upload.wikimedia.org/wikipedia/commons/3/37/Ebonyi_State_University%2C_Abakaliki%2C_Front_gate.jpg,https://ebsu.edu.ng/images/Ebsu-Postgraduate.png,https://www.myschoolgist.com/wp-content/uploads/2021/10/Ebonyi-State-University-EBSU.webp,https://assets.sunnewsonline.com/2019/01/Admin-Block-of-Ebonyi-State-University-Abakaliki.jpg,https://ebsu.edu.ng/images/presco.png}",2000
64,Gombe State Univeristy,Prof. Aliyu Usman El-Nafaty,https://gsu.edu.ng/home/wp-content/uploads/2022/10/VC-Image.jpg,https://media.timbu.com/poi/616/gom7.jpg-616-573c4070ee930.jpg?w=300?w=300,"Gombe State University is located in Gombe State, in the central Northeastern part of Nigeria. It is a member of the Association of Commonwealth Universities. The University is made up of various Faculties namely: Faculty of Arts & Social Sciences, Faculty of Education, Faculty of Science, Faculty of Law, and Faculty of Pharmaceutical Sciences, as well as a School of Post-Graduate Studies, and a School of Basic and Remedial Studies. The University also has a College of Medical Sciences, which is made up of three Faculties namely: Faculty of Medical Sciences, Faculty of Basic Clinical Sciences and Faculty of Clinical Sciences. Furthermore, there are numerous Directorates within the University, such as the Directorates of Information and Communications Technology (ICT), Academic Planning, Research and Innovation, General Studies, Human Resources Development, Entrepreneurship, and Quality Assurance. Also, the University currently runs about 40 Programmes under numerous Departments and boasts of many state of the art infrastructures that are suitable for modern teaching and learning environments comparable to most of the IVY league Universities of the world.

Historical background
Gombe State University was set up by Governor Muhammed Danjuma Goje in 2003. The state''s ministry of education set up a 35-member committee of stakeholders who reported to the state executive council to establish a state owned university. The state executive council approved the constitution of a 24-member technical planning committee to oversee the affairs of the university at the time of its inception. The university produces graduates to enable them to engage in productive political, economic, and social activities. The university has no religious affiliation. As a state-owned university, it is affordable, with low tuition and accommodation costs."," Gombe, Gombe State",https://www.gsu.edu.ng,{},15,GSU,info@gsu.edu.ng,8035886755,2,"{https://gsu.edu.ng/home/wp-content/uploads/2022/02/University-Clinic-e1645022895855-1060x460.jpg,https://gsu.edu.ng/home/wp-content/uploads/2020/03/library-3.jpg,https://gsu.edu.ng/home/wp-content/uploads/2020/08/Science-Complex.jpg,https://gsu.edu.ng/home/wp-content/uploads/2022/02/Fac-of-Pharm-Side-1060x460.jpeg,https://gsu.edu.ng/home/wp-content/uploads/2020/08/NITDA-Innovation-Park-and-Incubation-Hub-1060x460.jpg}",2004
